,country,subCategory,industry,title,multi_location,type,orgFunction,experience,locale,multi_location_array,jobSeqNo,postedDate,searchresults_display,descriptionTeaser,dateCreated,state,targetLevel,jd_display,reqId,badge,jobId,isMultiLocation,jobVisibility,mostpopular,location,category,locationLatlong
49,Israel,Design,,Experienced Designer- MS Security Design Studio,"['Herzliya, Tel Aviv, Israel']",,,Experienced professionals,en_us,"[{'location': 'Herzliya, Tel Aviv, Israel'}]",781304,2020-01-27T15:18:00,," Do you put human needs and motivations at the center of your design thinking? Do you like solving tough technical problems through collaboration, strong design thinking, and excellent visual design",2020-01-27T15:29:37.811000,Tel Aviv,61,,,,781304,True,['external'],0.0,"Herzliya, Tel Aviv, Israel",Engineering,
0,Israel,Service Engineering,,Site Reliability Engineer (SRE) – Cloud Security Group,"['Tel Aviv, Tel Aviv, Israel']",,,Experienced professionals,en_us,"[{'location': 'Tel Aviv, Tel Aviv, Israel'}]",765492,2019-12-23T19:19:00,,"As the world&rsquo;s largest software company, Microsoft holds itself to high standards ensuring that our customers&rsquo; expectations are met. The role of the Site Reliability Engineer (SRE) is to",2019-12-23T19:21:33.546000,Tel Aviv,61,,,,765492,True,['external'],0.0,"Tel Aviv, Tel Aviv, Israel",Engineering,
1,Philippines,Product Marketing,,Business Group Leader - Modern Workplace,"['Makati City, Metro Manila, Philippines']",,,Experienced professionals,en_us,"[{'location': 'Makati City, Metro Manila, Philippines'}]",783905,2020-02-03T04:27:00,,"Business Group Leader - Microsoft 365 Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a",2020-02-03T04:30:38.404000,Metro Manila,62,,,,783905,True,['external'],0.0,"Makati City, Metro Manila, Philippines",Marketing,
2,China,Software Engineering,,Software Engineer (all levels)_Big Data Full Stack,"['Beijing, Beijing, China']",,,Experienced professionals,en_us,"[{'location': 'Beijing, Beijing, China'}]",781283,2020-02-03T02:51:00,,"Are you looking to make an impact at the intersection of leading technological trends of our time: big data, artificial intelligence, open source, cloud and serverless computing? If yes, Azure Big",2020-02-03T02:56:31.608000,Beijing,61,,,,781283,True,['external'],0.0,"Beijing, Beijing, China",Engineering,
3,United States,Hardware Engineering Program Management,,Senior Sustaining Program Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",718677,2019-10-07T18:10:00,,"The CSI Cloud Hardware Experience Engineering (CHEE) team is looking for a senior industry professional with a proven track record of success who understands the importance, high standards, and",2019-10-09T06:32:35.459000,Washington,64,,,,718677,True,['external'],0.0,"Redmond, Washington, United States",Hardware Engineering,
4,United States,Customer Success Technology Solutions,,Cloud Solution Architect - Data & AI,"['Redmond, Washington, United States', 'Seattle, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}, {'location': 'Seattle, Washington, United States'}]",783713,2020-01-30T16:55:00,,We are looking for a highly motivated and passionate Data Platform &amp; Advanced Analytics/Artificial Intelligence Cloud Solution Architect to drive high priority customer initiatives on the,2020-01-30T17:00:09.215000,Washington,64,,,,783713,True,['external'],0.0,"Redmond, Washington, United States",Customer Success,
5,United States,Software Engineering,,Senior Software Engineering Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",779775,2020-01-30T17:39:00,,"Are you passionate about the cloud, intuitive developer experiences and tools, building platforms, communities, and services which are used by developers around the world every day? Do you have a",2020-01-30T17:40:31.938000,Washington,64,,,,779775,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
6,United States,Program Management,,Principal Program Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",777648,2020-01-18T18:38:00,,"Microsoft Cloud Operations &amp; Innovation (CO+I) is the engine that powers our cloud services. Within CO+I, the Cloud Innovation Program Management (CIPM) team turns new business opportunities and",2020-01-18T18:40:36.659000,Washington,65,,,,777648,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
7,United States,Software Engineering,,Software Engineer II - iOS/Android,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",764381,2020-01-15T15:34:00,,"Microsoft OneDrive and SharePoint are heavily used productivity apps in the Office 365 suite focused on modern cloud file storage, collaboration and content management. By surfacing as an ordinary",2020-01-15T15:51:05.439000,Washington,61,,,,764381,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
8,United States,New Product Introduction Engineering,,Principal NPI Program Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",774334,2020-01-27T15:59:00,,"Come join the Microsoft Devices team as we design, build and launch game changing products that empower our customers to achieve more. As a Principal New Product Introduction Program Manager (NPI PM),",2020-01-27T16:01:33.747000,Washington,65,,,,774334,True,['external'],0.0,"Redmond, Washington, United States",Hardware Manufacturing Engineering,
9,United States,Product Marketing,,Product Marketing Manager,"['Bellevue, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Bellevue, Washington, United States'}]",781731,2020-01-28T22:55:00,,Microsoft Azure is at the center of company&rsquo;s cloud strategy with exponential growth in revenue and consumption. Azure is the core of our Intelligent Cloud / Intelligent Edge company vision and,2020-01-30T18:24:33.592000,Washington,62,,,,781731,True,['external'],0.0,"Bellevue, Washington, United States",Marketing,
10,United States,Business Operations & Program Management,,Change and Adoption Program Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",786005,2020-01-30T19:25:00,,"Microsoft Cloud Infrastructure and Operations is the team behind the cloud. CO+I is responsible for delivering over 200 Microsoft web portals, Live and Online Services around the world including",2020-01-30T20:00:17.296000,Washington,64,,,,786005,True,['external'],0.0,"Redmond, Washington, United States",Business Programs & Operations,
11,United States,Software Engineering,,Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",771776,2020-01-10T17:03:00,,The XBET Engineering team is looking for versatile developers who are eager to learn and grow in their career as they deliver amazing gaming related software and experiences. ,2020-01-10T17:04:32.649000,Washington,60,,,,771776,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
12,United States,Data Center Technician,,Data Center Technician,"['Des Moines, Iowa, United States']",,,Experienced professionals,en_us,"[{'location': 'Des Moines, Iowa, United States'}]",728959,2020-01-30T19:33:00,,"Microsoft&rsquo;s Cloud Operations &amp; Innovation (CO+I) is the engine that powers our cloud services. As a CO+I Datacenter Technician, you will perform a key role in delivering the core",2020-01-30T19:37:33.395000,Iowa,34,,,,728959,True,['external'],0.0,"Des Moines, Iowa, United States",Data Center,
13,United States,Software Engineering,,Full Time Opportunities for Software Engineers & Program Management: NSBE,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",777594,2020-01-17T22:31:00,,"Software engineers at Microsoft are passionate about building technologies that make the world a better place. At Microsoft, you will collaborate with others to solve problems and build some of the",2020-01-17T23:53:12.992000,Washington,61,,,,777594,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
14,United States,Marketing Communications,,Employee Communications Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",782357,2020-01-30T20:39:00,,"At Microsoft we believe that employees can be our best brand ambassadors, and that our leaders are critical to engaging employees and building our corporate culture. Just like customers, every",2020-01-30T20:57:40.152000,Washington,62,,,,782357,True,['external'],0.0,"Redmond, Washington, United States",Marketing,
15,United States,Software Engineering,,"Principal Software Engineer - Azure Capacity Efficiency, Robotics/Computer Vision","['Atlanta, Georgia, United States']",,,Experienced professionals,en_us,"[{'location': 'Atlanta, Georgia, United States'}]",748541,2020-01-31T01:25:00,,"The Azure Compute Organization is responsible for creating the foundation of Microsoft&rsquo;s Cloud Platform responsible for providing hardware management, virtualized computational substrate, and",2020-01-31T02:32:33.010000,Georgia,65,,,,748541,True,['external'],0.0,"Atlanta, Georgia, United States",Engineering,
16,United States,Software Engineering,,Principal Software Engineering Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",784908,2020-01-31T02:11:00,,"Be part of the next revolution in computing! Join Microsoft&rsquo;s Quantum Systems Team and work on applications of new computing hardware including quantum computers. Our team is collaborative,",2020-01-31T02:36:37.839000,Washington,66,,,,784908,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
17,United States,Software Engineering,,Software Engineer 2,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",785537,2020-01-31T05:55:00,,"How would you like to be part of a team which runs like a start-up but delivers Microsoft scale products? The Security + Compliance space is a huge, rapidly growing, strategically important business",2020-01-31T06:45:03.222000,Washington,61,,,,785537,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
18,United States,Software Engineering,,Senior Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",785534,2020-01-31T05:36:00,,"How would you like to be part of a team which runs like a start-up but delivers Microsoft scale products? The Security + Compliance space is a huge, rapidly growing, strategically important business",2020-01-31T06:10:39.529000,Washington,63,,,,785534,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
19,Norway,Business Development,,Industry Executive - Public Sector,"['Oslo, Oslo, Norway']",,,Experienced professionals,en_us,"[{'location': 'Oslo, Oslo, Norway'}]",774056,2020-01-17T10:55:00,,Industries are digitally transforming and the Industry Executive (IE) role is at the leading edge of this transformation journey with our customers. The goal of the Industry Executive (IE) is leading,2020-01-17T11:00:34.518000,Oslo,61,,,,774056,True,['external'],0.0,"Oslo, Oslo, Norway",Business Development & Strategy,
